Day,X,Y,Z,VX,VY,VZ
190,-0.200693,-0.418075,-0.0157582,0.0197279,-0.0107027,-0.00268415
191,-0.180673,-0.428156,-0.0184182,0.0202911,-0.00945314,-0.00263369
192,-0.160122,-0.436976,-0.0210241,0.0207915,-0.00818327,-0.00257581
193,-0.139102,-0.444518,-0.0235684,0.0212289,-0.00689473,-0.00251063
194,-0.117676,-0.450762,-0.0260439,0.0216034,-0.00558911,-0.00243828
195,-0.0959069,-0.455693,-0.0284436,0.0219147,-0.00426793,-0.00235886
196,-0.0738585,-0.459295,-0.0307604,0.0221624,-0.00293266,-0.00227246
197,-0.0515944,-0.461556,-0.0329873,0.022346,-0.00158474,-0.00217914
198,-0.029179,-0.462464,-0.0351174,0.0224647,-0.000225634,-0.00207896
199,-0.00667754,-0.462008,-0.037144,0.0225177,0.00114319,-0.00197196
200,0.0158438,-0.460178,-0.0390603,0.0225038,0.00252019,-0.00185816
201,0.0383176,-0.456969,-0.0408593,0.0224219,0.00390377,-0.00173758
202,0.0606751,-0.452373,-0.0425344,0.0222705,0.00529223,-0.00161022
203,0.0828463,-0.446387,-0.0440789,0.0220481,0.00668371,-0.0014761
204,0.104759,-0.439009,-0.0454858,0.0217527,0.00807621,-0.00133521
205,0.12634,-0.430239,-0.0467486,0.0213825,0.00946751,-0.00118755
206,0.147512,-0.420079,-0.0478603,0.0209352,0.0108551,-0.00103312
207,0.168198,-0.408535,-0.0488142,0.0204085,0.0122364,-0.000871933
208,0.188318,-0.395613,-0.0496037,0.0197998,0.0136081,-0.000704001
209,0.207787,-0.381326,-0.0502218,0.0191064,0.0149669,-0.000529362
210,0.22652,-0.365688,-0.0506621,0.0183256,0.0163088,-0.000348077
211,0.244428,-0.348718,-0.0509178,0.0174543,0.0176294,-0.000160235
212,0.261419,-0.330439,-0.0509825,0.0164894,0.0189236,3.40323e-05
213,0.277397,-0.310881,-0.0508498,0.0154279,0.0201858,0.000234545
214,0.292266,-0.290079,-0.0505135,0.0142667,0.0214095,0.000441058
215,0.305923,-0.268074,-0.0499679,0.0130028,0.0225874,0.00065325
216,0.318264,-0.244916,-0.0492074,0.0116335,0.0237114,0.000870705
217,0.329183,-0.220664,-0.048227,0.0101563,0.0247723,0.00109289
218,0.338571,-0.195386,-0.0470222,0.0085692,0.0257595,0.00131915
219,0.346317,-0.16916,-0.0455894,0.00687105,0.0266618,0.00154864
220,0.352309,-0.142077,-0.0439258,0.00506149,0.0274663,0.00178036
221,0.356437,-0.114242,-0.0420297,0.00314139,0.0281589,0.00201308
222,0.35859,-0.0857748,-0.0399007,0.00111317,0.0287243,0.00224532
223,0.358663,-0.0568096,-0.0375403,-0.0010188,0.0291461,0.00247534
224,0.356553,-0.0274987,-0.0349514,-0.00324783,0.0294067,0.00270109
225,0.352169,0.00198754,-0.0321396,-0.00556441,0.0294878,0.0029202
226,0.345428,0.0314605,-0.0291126,-0.00795574,0.0293708,0.00312998
227,0.336262,0.0607127,-0.0258814,-0.0104053,0.029037,0.00332738
228,0.324623,0.0895184,-0.0224597,-0.0128925,0.0284689,0.00350909
229,0.310484,0.117635,-0.0188651,-0.0153924,0.0276507,0.00367152
230,0.293847,0.144804,-0.0151187,-0.0178755,0.0265694,0.00381091
231,0.274743,0.170759,-0.0112454,-0.0203083,0.0252162,0.00392346
232,0.253241,0.195223,-0.007274,-0.0226534,0.0235875,0.00400546
233,0.229449,0.217921,-0.00323675,-0.024871,0.0216863,0.00405349
234,0.203513,0.238583,0.000830735,-0.0269197,0.0195231,0.00406463
235,0.175624,0.256956,0.00489024,-0.0287586,0.0171167,0.00403664
236,0.146012,0.272807,0.00890176,-0.0303493,0.014494,0.00396821
237,0.114943,0.285936,0.0128245,-0.0316579,0.01169,0.00385908
238,0.0827139,0.296181,0.0166178,-0.0326569,0.00874638,0.00371016
239,0.0496469,0.303424,0.0202427,-0.0333274,0.00570978,0.0035235
240,0.0160776,0.307597,0.0236628,-0.0336594,0.00262984,0.00330224
241,-0.0176531,0.308682,0.0268454,-0.0336527,-0.000443343,0.00305048
242,-0.051209,0.306711,0.0297621,-0.0333165,-0.00346157,0.00277299
243,-0.0842677,0.301761,0.0323898,-0.0326686,-0.00638064,0.00247501
244,-0.116528,0.293953,0.0347107,-0.0317336,-0.009162,0.00216194
245,-0.147717,0.283442,0.0367125,-0.030541,-0.0117738,0.00183912
246,-0.177593,0.270412,0.0383879,-0.029124,-0.0141915,0.00151157
247,-0.205949,0.255067,0.0397348,-0.0275171,-0.0163977,0.00118388
248,-0.232612,0.237626,0.040755,-0.0257547,-0.0183817,0.000860092
249,-0.257444,0.218314,0.0414545,-0.02387,-0.0201389,0.000543618
250,-0.280339,0.197359,0.041842,-0.0218938,-0.0216696,0.000237262
251,-0.30122,0.174987,0.0419289,-0.0198543,-0.0229784,-5.6765e-05
252,-0.320036,0.151415,0.0417285,-0.0177764,-0.0240728,-0.000336796
253,-0.336763,0.126854,0.0412555,-0.0156817,-0.0249626,-0.000601644
254,-0.351391,0.101504,0.0405255,-0.0135889,-0.0256593,-0.000850535
255,-0.363933,0.0755501,0.0395549,-0.0115135,-0.0261749,-0.00108304
256,-0.374412,0.0491683,0.0383601,-0.0094684,-0.0265222,-0.001299
257,-0.382864,0.0225205,0.0369576,-0.00746402,-0.0267135,-0.00149848
258,-0.389336,-0.00424386,0.0353639,-0.00550872,-0.0267613,-0.00168173
259,-0.393879,-0.0309872,0.0335951,-0.00360901,-0.0266772,-0.00184911
260,-0.396552,-0.0575834,0.0316667,-0.00176987,-0.0264723,-0.00200106
261,-0.397417,-0.0839172,0.0295941,4.99078e-06,-0.0261572,-0.00213809
262,-0.396542,-0.109883,0.0273917,0.00171294,-0.0257413,-0.00226077
